Feature,Coefficient,Abs_Coefficient
cat__Primary_production_company_Pandora Cinema,-0.34058113227666875,0.34058113227666875
cat__Primary_production_company_Dino De Laurentiis Company,-0.3402031783991017,0.3402031783991017
cat__Primary_production_company_Weintraub Entertainment Group,-0.3401761169550909,0.3401761169550909
cat__Primary_production_company_Cineclick Asia,0.33980342510367373,0.33980342510367373
cat__Primary_production_company_Troma Entertainment,-0.3383810628099314,0.3383810628099314
cat__Primary_production_company_Magnolia Pictures,-0.3362228150598661,0.3362228150598661
cat__Primary_production_company_Cliffjack Motion Pictures,0.33572505704967565,0.33572505704967565
cat__Primary_production_company_Odyssey Media,-0.33519774929072166,0.33519774929072166
cat__Primary_production_company_Arts Council of England,-0.3349843747418073,0.3349843747418073
cat__Primary_production_company_Northern Lights Films,-0.33471643568979564,0.33471643568979564
cat__Primary_production_company_Michael London Productions,0.33435846180452405,0.33435846180452405
cat__Primary_production_company_Téléfilm Canada,0.332813201178679,0.332813201178679
cat__Primary_production_company_Thelma Films,-0.3305901973712356,0.3305901973712356
cat__Primary_production_company_Tokyo Broadcasting System (TBS),-0.3303765536074311,0.3303765536074311
cat__Primary_production_company_Estudios Picasso,0.32968814141563524,0.32968814141563524
cat__Primary_production_company_Hydraulx,-0.32922414596509203,0.32922414596509203
cat__Primary_production_company_British Broadcasting Corporation (BBC),-0.3285920321906919,0.3285920321906919
cat__Primary_genre_Family,0.327933794487861,0.327933794487861
cat__Primary_production_company_Park Films,-0.32765687690921297,0.32765687690921297
num__Avg_actor_frequency,-0.3266254889017119,0.3266254889017119
cat__Primary_production_company_Metanoia Films,-0.32563033034750466,0.32563033034750466
cat__Primary_production_company_Seven Arts Productions,-0.32560986696376226,0.32560986696376226
cat__Primary_production_company_SLM Production Group,0.32500793503107306,0.32500793503107306
cat__Primary_production_company_Les Films Alain Sarde,-0.32444475432009307,0.32444475432009307
cat__Primary_production_company_Davis-Films,0.324054130197563,0.324054130197563
cat__Primary_production_company_Caravan Pictures,0.3236725162688143,0.3236725162688143
cat__Primary_production_company_Platinum Dunes,0.3222435465198613,0.3222435465198613
cat__Primary_production_company_Warner Bros. Family Entertainment,-0.32188498144952526,0.32188498144952526
cat__Primary_production_country_Sweden,-0.32162452132052544,0.32162452132052544
cat__Primary_production_company_The Harvey Boys,-0.3194344864986942,0.3194344864986942
cat__Primary_production_company_Tiger Aspect Productions,0.31885664929356455,0.31885664929356455
cat__Primary_production_company_Associated General Films,-0.31758052933101794,0.31758052933101794
cat__Primary_production_company_Stoney Lake Entertainment,0.31681992838512096,0.31681992838512096
cat__Primary_production_country_United Arab Emirates,0.31679589702468675,0.31679589702468675
cat__Primary_production_company_Sullivan Entertainment,-0.31668255643420007,0.31668255643420007
cat__Primary_production_company_SNL Studios,-0.31560073970964675,0.31560073970964675
cat__Primary_production_company_Tribeca Productions,-0.3150874679314287,0.3150874679314287
cat__Primary_production_company_Stanley Kubrick Productions,0.3143742571578963,0.3143742571578963
cat__Primary_production_country_Romania,0.313598412584599,0.313598412584599
cat__Primary_production_company_Detention Films,-0.3130846842865166,0.3130846842865166
cat__Primary_production_company_Mandate Pictures,0.3129004106902043,0.3129004106902043
cat__Primary_production_company_Fox Atomic,-0.312069458603186,0.312069458603186
cat__Primary_production_company_Solaris Film,0.31194587157074594,0.31194587157074594
cat__Primary_production_company_Aramid Entertainment Fund,-0.3114693297372048,0.3114693297372048
cat__Primary_production_company_Irish Film Board,0.31076862430983815,0.31076862430983815
cat__Primary_production_company_Arachnid Productions Ltd.,-0.3094718218344481,0.3094718218344481
cat__Primary_genre_Music,-0.30937368400255116,0.30937368400255116
cat__Primary_production_company_Village Roadshow Pictures,0.30872710294042627,0.30872710294042627
cat__Primary_production_company_Sweetland Films,-0.3085770462373555,0.3085770462373555
cat__Primary_production_company_Hollywood Media Bridge,-0.3067905734965679,0.3067905734965679
cat__Primary_production_company_Millenium Films,0.3059480240119308,0.3059480240119308
cat__Primary_production_company_HighRoad Entertainment,-0.30585216260009174,0.30585216260009174
cat__Primary_production_company_Island Film Group,-0.30496505890136266,0.30496505890136266
cat__Primary_production_company_Code Entertainment,-0.30462397736621377,0.30462397736621377
cat__Primary_production_company_Darkwoods Productions,0.30431836028635995,0.30431836028635995
cat__Primary_production_company_Voltage Pictures,-0.3039922418595994,0.3039922418595994
cat__Primary_production_company_Epsilon Motion Pictures,-0.30318436130125365,0.30318436130125365
cat__Primary_production_company_Splendid Film,-0.3030131808697003,0.3030131808697003
cat__Primary_production_company_Carousel Picture Company,-0.3020474766141102,0.3020474766141102
cat__Primary_production_company_Walden Media,0.3008678389768324,0.3008678389768324
cat__Primary_production_company_Lucky Monkey Pictures,-0.2979339854981397,0.2979339854981397
cat__Primary_production_company_MACT Productions,-0.2977956343905033,0.2977956343905033
cat__Primary_production_company_Gospel of John Ltd.,-0.2972117234573038,0.2972117234573038
cat__Primary_production_company_R.P. Productions,0.2965107414730934,0.2965107414730934
cat__Primary_production_company_Neal Street Productions,-0.2934745490635818,0.2934745490635818
cat__Primary_production_company_Front Street Productions,0.2917450286142933,0.2917450286142933
cat__Primary_production_company_Echo Lake Productions,-0.29134157144555173,0.29134157144555173
cat__Primary_production_company_HAL Films,-0.28955678325843004,0.28955678325843004
cat__Primary_production_company_Jim Henson Pictures,-0.2884936740735315,0.2884936740735315
cat__Primary_production_company_Media Pro Pictures,-0.2878321471234036,0.2878321471234036
cat__Primary_production_country_Switzerland,-0.28777827677827056,0.28777827677827056
cat__Primary_production_company_Cruise/Wagner Productions,-0.28635514318126115,0.28635514318126115
cat__Primary_production_company_Boll Kino Beteiligungs GmbH & Co. KG,-0.2856211848356931,0.2856211848356931
cat__Primary_production_company_CN Film,-0.2851025296158796,0.2851025296158796
cat__Primary_production_company_Copperheart Entertainment,-0.2850150309101249,0.2850150309101249
cat__Primary_production_company_Gary Sanchez Productions,-0.2847249138309918,0.2847249138309918
cat__Primary_production_company_Rastar Pictures,-0.28405492212354705,0.28405492212354705
cat__Primary_production_company_Infinity Features Entertainment,0.283787627039835,0.283787627039835
cat__Primary_production_company_Filmazure,-0.2829179420301889,0.2829179420301889
cat__Primary_production_company_American Filmworks,-0.2829089513321547,0.2829089513321547
cat__Primary_production_company_Working Title Films,0.28279519293954014,0.28279519293954014
cat__Primary_production_company_Europa Corp,-0.28273751421842563,0.28273751421842563
cat__Primary_production_company_HanWay Films,-0.2803045213233304,0.2803045213233304
cat__Primary_production_company_Clinica Estetico,-0.2798639453958208,0.2798639453958208
cat__Primary_production_company_PolyGram Filmed Entertainment,-0.27969431698568603,0.27969431698568603
cat__Primary_production_company_Temple Hill Productions,0.2794627808362924,0.2794627808362924
cat__Primary_production_company_The Guber-Peters Company,-0.2768387241529461,0.2768387241529461
cat__Primary_production_company_Parkwood Entertainment,-0.27456895944194926,0.27456895944194926
cat__Primary_production_company_Patriot Pictures,-0.27345841104869334,0.27345841104869334
"cat__Primary_production_company_Carousel Picture Company, The",-0.2721122163954423,0.2721122163954423
cat__Primary_production_company_Liberty Films UK,-0.2718931136157669,0.2718931136157669
cat__Primary_production_company_Savoy Pictures,-0.2711963046779551,0.2711963046779551
cat__Primary_production_company_Emotion Pictures,-0.27020831250623045,0.27020831250623045
cat__Primary_production_company_Sidney Kimmel Entertainment,-0.2687788093355937,0.2687788093355937
cat__Primary_production_company_Mockingbird Pictures,-0.2686430935613056,0.2686430935613056
cat__Primary_production_company_Mark Johnson Productions,0.2685882543372631,0.2685882543372631
cat__Primary_production_company_DiNovi Pictures,0.2669995877003875,0.2669995877003875
cat__Primary_production_company_Forest Whitaker's Significant Productions,-0.2669729447001361,0.2669729447001361
cat__Primary_production_company_Gold Circle Films,-0.2668389603590464,0.2668389603590464
cat__Primary_production_company_Lion Rock Productions,-0.2666946121984321,0.2666946121984321
cat__Primary_production_company_Before the Door Pictures,-0.26506388194971714,0.26506388194971714
cat__Primary_production_company_Eskwad,-0.2648414434841804,0.2648414434841804
cat__Primary_production_company_Pathe Productions,-0.2645448198869198,0.2645448198869198
cat__Primary_production_company_JCE Movies,-0.2645062217379441,0.2645062217379441
cat__Primary_production_company_Voltage pictures,-0.2639720362863762,0.2639720362863762
cat__Primary_genre_Unknown,-0.26359561930727254,0.26359561930727254
cat__Primary_production_company_Touchstone Pictures,-0.26312173792652294,0.26312173792652294
cat__Primary_production_company_Shaw Brothers,0.26114742377345307,0.26114742377345307
cat__Primary_production_company_Tim Burton Animation Company,0.2609473444993533,0.2609473444993533
cat__Primary_production_company_Eclectic pictures,-0.2600069469162743,0.2600069469162743
cat__Primary_production_company_C&P Productions,-0.25988846712281305,0.25988846712281305
cat__Primary_production_company_International Production Company,-0.2596197094930708,0.2596197094930708
cat__Primary_production_company_The Combine,-0.2592769746505704,0.2592769746505704
cat__Primary_production_company_Adlabs Films Ltd.,-0.25884279662917925,0.25884279662917925
cat__Primary_production_company_Cannon Group,-0.2587073700110422,0.2587073700110422
cat__Primary_production_company_Thousand Words,-0.25836262606275007,0.25836262606275007
cat__Primary_production_company_Semi-Professional,-0.25828652845820343,0.25828652845820343
cat__Primary_production_company_A Band Apart,0.2576463057746684,0.2576463057746684
cat__Primary_production_company_Les Productions Artistes Associés,-0.2573138462680874,0.2573138462680874
cat__Primary_production_company_Plum Pictures,-0.25659185487220265,0.25659185487220265
cat__Primary_production_company_M6 Films,0.25650073568898024,0.25650073568898024
cat__Primary_production_company_Trans Pacific Films,-0.256034956951227,0.256034956951227
cat__Primary_production_company_Devonshire Productions,-0.2551830406055066,0.2551830406055066
cat__Primary_production_company_Production One,-0.25393259121052875,0.25393259121052875
cat__Primary_production_company_Occupant Films,-0.25377315776825504,0.25377315776825504
cat__Primary_production_company_Claussen + Wöbke Filmproduktion GmbH,-0.2518298672937572,0.2518298672937572
cat__Primary_production_company_Nouvelles Éditions de Films (NEF),-0.25129530357505686,0.25129530357505686
cat__Primary_production_company_Larger Than Life Productions,0.2512523710626278,0.2512523710626278
cat__Primary_production_company_Emperor Motion Pictures,-0.24903535785035738,0.24903535785035738
cat__Primary_production_company_Canal+,0.24870056510559163,0.24870056510559163
cat__Primary_production_company_19 Entertainment,-0.2478253913824675,0.2478253913824675
cat__Primary_production_country_Fiji,-0.24721587485782356,0.24721587485782356
cat__Primary_production_company_Stuber Productions,0.24645177857734207,0.24645177857734207
cat__Primary_production_company_TriStar Television,0.2464051688687163,0.2464051688687163
num__Has_known_lead,-0.24594264369050506,0.24594264369050506
cat__Primary_production_company_Pandora Filmproduktion,-0.24585953892943718,0.24585953892943718
cat__Primary_production_company_Cinerenta Medienbeteiligungs KG,-0.24532469247611965,0.24532469247611965
cat__Primary_production_company_TADORA Filmproduktions,-0.24437625395601043,0.24437625395601043
cat__Primary_production_company_Stone Productions,-0.24411794059674793,0.24411794059674793
cat__Primary_production_company_Det Danske Filminstitut,-0.24361153263087468,0.24361153263087468
cat__Primary_production_company_Appian Way,0.24322871671431792,0.24322871671431792
cat__Primary_production_company_Zentropa Entertainments,-0.2429247986837392,0.2429247986837392
cat__Primary_production_company_The Safran Company,-0.24243194968242313,0.24243194968242313
cat__Primary_production_country_Norway,-0.2423432071764418,0.2423432071764418
cat__Primary_production_company_Wonderworld Studios,-0.2418446425910911,0.2418446425910911
cat__Primary_production_company_Estudios Churubusco Azteca,-0.24135496358717312,0.24135496358717312
cat__Primary_production_company_Bórd Scannán na hÉireann,-0.24125781300708962,0.24125781300708962
cat__Primary_production_company_Neo Art & Logic,0.24098917758102803,0.24098917758102803
cat__Primary_production_company_Crystal Sky Worldwide,0.24082162748990465,0.24082162748990465
cat__Primary_production_company_Intandem Films,-0.24057031157751818,0.24057031157751818
cat__Primary_production_company_Figment Films,0.2373302143953277,0.2373302143953277
cat__Primary_production_company_Pathé Pictures International,-0.23581414688027744,0.23581414688027744
cat__Primary_production_company_Zininsa Film Production,-0.23569729877355083,0.23569729877355083
cat__Primary_production_company_Lietuvos Kinostudija,-0.23496025206307744,0.23496025206307744
cat__Primary_production_company_Immortal Thoughts,-0.23402287851438985,0.23402287851438985
cat__Primary_production_company_Procirep,-0.23364072980852676,0.23364072980852676
cat__Primary_production_company_Insurge Pictures,0.23345789577808554,0.23345789577808554
cat__Primary_production_company_Midnight Sun Pictures,-0.23335529613799313,0.23335529613799313
cat__Primary_genre_War,-0.23313292368556254,0.23313292368556254
cat__Primary_production_company_Oscilloscope Laboratories,-0.2330505312403162,0.2330505312403162
cat__Primary_production_company_Film Afrika,-0.23288625255731402,0.23288625255731402
cat__Primary_production_company_Disney Channel,-0.2327373139525264,0.2327373139525264
cat__Primary_production_company_Centropolis Film Productions,-0.2317455051105529,0.2317455051105529
cat__Primary_production_company_Ascendant Pictures,-0.23174095250006754,0.23174095250006754
cat__Primary_production_company_Studio 37,-0.23095758424030272,0.23095758424030272
"cat__Primary_production_company_Rainbow Film Company, The",-0.23075221017734832,0.23075221017734832
cat__Primary_production_company_Strand Releasing,-0.23055511794058614,0.23055511794058614
cat__Primary_production_company_HSX Films,-0.2304008642162151,0.2304008642162151
cat__Primary_production_company_Next Wednesday Productions,-0.23038909294244211,0.23038909294244211
cat__Primary_production_company_FM Productions,-0.22913086671379296,0.22913086671379296
cat__Primary_production_company_Spy Global Media,-0.22833618638376585,0.22833618638376585
cat__Primary_production_company_K5 International,-0.22825707339945847,0.22825707339945847
cat__Primary_production_company_El Deseo,0.22760623736205013,0.22760623736205013
cat__Primary_production_company_Wildwood Enterprises,-0.22752628750193837,0.22752628750193837
cat__Primary_production_company_Constellation Films,0.22749777460273254,0.22749777460273254
cat__Primary_production_company_Beijing New Picture Film Co. Ltd.,0.2274571247530051,0.2274571247530051
cat__Primary_production_company_Grosvenor Park Media Ltd.,-0.2269763085223299,0.2269763085223299
cat__Primary_production_company_Toho Film (Eiga) Co. Ltd.,-0.2266323990817306,0.2266323990817306
cat__Primary_production_company_Ignite Entertainment,-0.22577224896347767,0.22577224896347767
cat__Primary_production_company_Senator Entertainment Co,-0.2255047994100616,0.2255047994100616
cat__Primary_production_company_Armory Films,-0.2252234479932631,0.2252234479932631
cat__Primary_genre_Adventure,0.22514910659360732,0.22514910659360732
cat__Primary_production_company_Bad Robot,0.22418340969918338,0.22418340969918338
cat__Primary_production_company_Warp X,-0.22414937832038923,0.22414937832038923
cat__Primary_production_company_Envision Media Arts,-0.22353204029500448,0.22353204029500448
cat__Primary_production_company_Lorimar Film Entertainment,0.22253236089683037,0.22253236089683037
cat__Primary_production_company_Miramax,-0.2218192809474045,0.2218192809474045
cat__Primary_production_country_Peru,0.22177460890687545,0.22177460890687545
cat__Primary_production_company_Jerry Weintraub Productions,0.22177460890687545,0.22177460890687545
cat__Primary_production_company_Anchor Bay Films,-0.2210882363621805,0.2210882363621805
cat__Primary_production_company_Bona International Film Group,-0.22078154028360883,0.22078154028360883
cat__Primary_production_company_Waverly Films,0.22058294500305226,0.22058294500305226
cat__Primary_production_company_Darko Entertainment,-0.21992579493862288,0.21992579493862288
cat__Primary_production_company_Movision,-0.21984905683681466,0.21984905683681466
cat__Primary_production_company_AV Pictures,-0.21978030095683787,0.21978030095683787
cat__Primary_production_company_Omnilab Media,-0.21902041155530658,0.21902041155530658
cat__Primary_production_company_Two Streets Entertainment,-0.21812160589960125,0.21812160589960125
cat__Primary_production_company_Corona Pictures,-0.218014485261002,0.218014485261002
cat__Primary_production_company_Centropolis Entertainment,-0.2173020276544174,0.2173020276544174
cat__Primary_production_company_Aldamisa Entertainment,-0.21703702298774769,0.21703702298774769
cat__Primary_production_company_Yash Raj Films,-0.21653446784753363,0.21653446784753363
cat__Primary_production_company_Fortress Features,-0.21609636417739192,0.21609636417739192
cat__Primary_production_company_Two Ton Films,0.2159965353530295,0.2159965353530295
cat__Primary_production_company_Mate Producciones S.A.,-0.2158721931330381,0.2158721931330381
cat__Primary_production_company_Becker International,-0.21552621966185354,0.21552621966185354
cat__Primary_production_company_Back Lot Pictures,-0.21543422097297302,0.21543422097297302
cat__Primary_production_company_Strohberry Films,-0.21494369047243586,0.21494369047243586
cat__Primary_production_company_Chrysalis Films,-0.21460272079669548,0.21460272079669548
"cat__Primary_production_company_Summit Entertainment, LLC",-0.21376683496576268,0.21376683496576268
cat__Primary_production_company_Dry County Films,-0.21316936399961003,0.21316936399961003
cat__Primary_production_company_Status Media & Entertainment,-0.21264877712583685,0.21264877712583685
cat__Primary_genre_Drama,-0.2119885802427289,0.2119885802427289
cat__Primary_production_company_Handmade Films Ltd.,-0.21198254821470025,0.21198254821470025
cat__Primary_production_company_Slough Pond,-0.2117248846607064,0.2117248846607064
cat__Primary_production_company_Eficine 226,-0.21141671770705917,0.21141671770705917
cat__Primary_production_company_World 2000 Entertainment,0.21049662030841806,0.21049662030841806
cat__Primary_production_company_Elle Driver,-0.2104693305755819,0.2104693305755819
cat__Primary_production_company_Vertigo Films,-0.21045871110495998,0.21045871110495998
cat__Primary_production_company_Showtime Australia,-0.21015871439051445,0.21015871439051445
cat__Primary_production_company_Lenfilm Studio,-0.2101246482827062,0.2101246482827062
cat__Primary_production_company_Artfire Films,-0.20993861609269857,0.20993861609269857
cat__Primary_production_company_Python (Monty) Pictures Limited,-0.2096251571857756,0.2096251571857756
cat__Primary_production_company_PSO International,0.20944289669927416,0.20944289669927416
cat__Primary_production_company_SBK Pictures,-0.20937540223420606,0.20937540223420606
cat__Primary_production_company_Exclusive Media Group,-0.20848382240421706,0.20848382240421706
cat__Primary_production_company_Danmarks Radio (DR),-0.2084404987200405,0.2084404987200405
cat__Primary_production_company_The Montecito Picture Company,0.20809558415967555,0.20809558415967555
cat__Primary_production_company_First Independent Pictures,-0.20803408184143324,0.20803408184143324
cat__Primary_production_company_A B Corp,-0.2071444966132233,0.2071444966132233
cat__Primary_production_company_Numb Gums Production Inc.,-0.2069509332194457,0.2069509332194457
cat__Primary_production_company_New Regency Pictures,-0.20695093321944558,0.20695093321944558
cat__Primary_production_company_River Road Entertainment,0.20666469694466932,0.20666469694466932
cat__Primary_production_company_Firm Films,-0.20589289056315738,0.20589289056315738
cat__Primary_production_company_Anonymous Content,0.20589224772131481,0.20589224772131481
cat__Primary_production_company_Tijuana Productions,-0.20455798542593573,0.20455798542593573
cat__Primary_production_company_Nelson Entertainment,-0.20447002394832378,0.20447002394832378
cat__Primary_production_company_Ponty Up Pictures,-0.20229005598952174,0.20229005598952174
cat__Primary_production_company_Arcadia Motion Pictures,-0.2018725747006486,0.2018725747006486
cat__Primary_production_company_Votiv Films,-0.20174981602928274,0.20174981602928274
cat__Primary_production_company_Mungo Productions,-0.20117372841943593,0.20117372841943593
cat__Primary_production_company_After Dark Films,-0.20114340193163724,0.20114340193163724
cat__Primary_production_company_IDG China Media,-0.20112614650569502,0.20112614650569502
cat__Primary_production_company_Dreamland Productions,-0.20065932811699977,0.20065932811699977
cat__Primary_production_company_Arka Media Works,0.1987769609915803,0.1987769609915803
cat__Primary_production_company_Type A Films,0.19845934121229308,0.19845934121229308
cat__Primary_production_company_David Brown Productions,0.19784700268904462,0.19784700268904462
cat__Primary_production_company_Edward Small Productions,-0.19752900598226178,0.19752900598226178
cat__Primary_production_company_Upload Films,-0.19736004973129878,0.19736004973129878
cat__Primary_production_company_Arsénico Producciones,-0.19732698787662875,0.19732698787662875
cat__Primary_production_company_Silver Nitrate Films,-0.19730984576709384,0.19730984576709384
cat__Primary_production_company_Gran Via Productions,-0.1966119918711018,0.1966119918711018
cat__Primary_production_company_Mankurt Media,-0.1963590718840566,0.1963590718840566
"cat__Primary_production_company_Institution, The",-0.1962200695047432,0.1962200695047432
cat__Primary_production_company_Les Films 21,-0.1954791724858294,0.1954791724858294
cat__Primary_production_company_An Olive Branch Productions,-0.1954112704673523,0.1954112704673523
cat__Primary_production_company_New Century Entertainment Corporation,-0.19529229929834577,0.19529229929834577
cat__Primary_production_company_Wild Bunch,0.1946236177663071,0.1946236177663071
cat__Primary_production_company_Portman Entertainment Group,-0.19461399114963382,0.19461399114963382
cat__Primary_production_company_Pictures in Paradise,-0.1945338520537822,0.1945338520537822
cat__Primary_production_country_Singapore,-0.1945338520537822,0.1945338520537822
cat__Primary_production_company_Blue Sky Studios,0.1939746347714585,0.1939746347714585
cat__Primary_production_company_New Kingdom Pictures,-0.19367563506605529,0.19367563506605529
cat__Primary_production_company_RKO Radio Pictures,0.19281069929705535,0.19281069929705535
cat__Primary_production_company_Reeleyes Film,-0.19278807389513236,0.19278807389513236
cat__Primary_production_company_Protozoa Pictures,-0.19224524753258274,0.19224524753258274
cat__Primary_production_company_Harpo Films,-0.19185932317085178,0.19185932317085178
cat__Primary_production_company_TS Productions,-0.1917949607968805,0.1917949607968805
cat__Primary_production_company_Irish Screen,-0.1915768484399417,0.1915768484399417
cat__Primary_production_company_Skyscraper Films,-0.1909997762650724,0.1909997762650724
cat__Primary_production_company_3 Arts Entertainment,-0.19099876647583952,0.19099876647583952
cat__Primary_production_company_Avon Production,-0.1909493351836098,0.1909493351836098
cat__Primary_production_company_Reiner / Greisman Productions,-0.18898964152803374,0.18898964152803374
cat__Primary_production_company_Anarchist's Convention Films,-0.18820821685951672,0.18820821685951672
cat__Primary_production_company_Tiny Ponies,-0.1878444653447989,0.1878444653447989
cat__Primary_production_country_South Africa,0.18780725318507013,0.18780725318507013
cat__Primary_production_company_Reliance Entertainment,-0.1876989328280549,0.1876989328280549
cat__Primary_production_company_1818,-0.18745302943815825,0.18745302943815825
cat__Primary_production_company_Verisimilitude,-0.18710424359570546,0.18710424359570546
cat__Primary_production_company_Anthem Pictures,-0.1870717298166866,0.1870717298166866
cat__Primary_production_company_Class 5 Films,-0.1868678524106028,0.1868678524106028
cat__Primary_production_company_SKA Films,-0.18679774286650244,0.18679774286650244
cat__Primary_production_company_New Oz Productions,-0.1865622224594353,0.1865622224594353
cat__Primary_production_company_Atlas 3 Productions,-0.1864855388860803,0.1864855388860803
cat__Primary_production_company_Henry & Me Productions,-0.18588362665808275,0.18588362665808275
cat__Primary_production_company_Distant Horizons,0.18496958393627927,0.18496958393627927
cat__Primary_production_company_Atlantic Entertainment Group,-0.18487435901362004,0.18487435901362004
cat__Language_binary_1,0.18353340367539445,0.18353340367539445
cat__Primary_production_company_Elevation Filmworks,-0.18320432388293836,0.18320432388293836
cat__Primary_production_company_Nexus Factory,-0.18300309718246052,0.18300309718246052
cat__Primary_production_company_Invincible Pictures Corp.,-0.18267786551086918,0.18267786551086918
cat__Primary_production_company_Hemdale Film Corporation,-0.1815428629992406,0.1815428629992406
cat__Primary_production_company_Morgan Creek Productions,-0.18118112427793304,0.18118112427793304
cat__Primary_production_company_Ventanarosa Productions,-0.18089913778803954,0.18089913778803954
cat__Primary_production_company_Representational Pictures,-0.18051848416664948,0.18051848416664948
cat__Primary_production_company_L.I.F.T. Production,-0.18041265542638443,0.18041265542638443
cat__Primary_production_company_Scala Films,-0.1801353921125725,0.1801353921125725
cat__Primary_production_company_Rex Carlton Productions,-0.17985786975542292,0.17985786975542292
cat__Primary_production_company_Edge City,-0.1793972576899509,0.1793972576899509
cat__Primary_production_company_Egg Pictures,-0.1792275030230181,0.1792275030230181
cat__Primary_production_company_Night Light Films,-0.1792275030230181,0.1792275030230181
cat__Primary_production_company_Charlie Guidance,-0.17917959606913547,0.17917959606913547
cat__Primary_production_company_21 Laps Entertainment,-0.17875618577754698,0.17875618577754698
cat__Primary_production_company_The Javelina Film Company,-0.17862973699821869,0.17862973699821869
cat__Primary_production_company_Deviant Films,-0.17711010695866697,0.17711010695866697
cat__Primary_production_company_Nick Wechsler Productions,0.17677500436340918,0.17677500436340918
cat__Primary_production_company_Casey Silver Productions,0.17672551727569352,0.17672551727569352
cat__Primary_production_company_Cinema Vehicle Services,-0.17641757506530675,0.17641757506530675
cat__Primary_production_company_Triple D Productions,-0.1762944772132914,0.1762944772132914
cat__Primary_production_company_Tapestry Films,-0.1760825272839962,0.1760825272839962
cat__Primary_production_company_Scorsese Productions,-0.17589232085000892,0.17589232085000892
cat__Primary_production_company_Sontalia,-0.1754744260742821,0.1754744260742821
cat__Primary_production_company_Famous Films (II),-0.1751769794500057,0.1751769794500057
cat__Primary_production_company_John Wells Productions,-0.1745075590038281,0.1745075590038281
cat__Primary_production_company_Cappa Productions,-0.17426428525560048,0.17426428525560048
cat__Primary_production_company_Starz Animation,-0.17353887931108972,0.17353887931108972
cat__Primary_production_company_Autonomous,-0.173190480413397,0.173190480413397
cat__Primary_production_company_Antares Produzione Cinematografica,-0.1730469767029191,0.1730469767029191
cat__Primary_production_company_Empire Pictures,-0.17252967316926066,0.17252967316926066
cat__Primary_production_company_Gravitas Ventures,-0.17248881636399765,0.17248881636399765
cat__Primary_production_company_Corrino Media Corporation,-0.1720913339936318,0.1720913339936318
cat__Primary_production_company_Concert Promotion International,-0.17176797388069198,0.17176797388069198
cat__Primary_production_company_Scott Free Productions,0.17174827588453662,0.17174827588453662
cat__Primary_production_company_Cookout Productions,-0.17151571344787386,0.17151571344787386
cat__Primary_production_company_Arcade Pictures,-0.17106490475047229,0.17106490475047229
cat__Primary_production_company_Red-horse Native,-0.1709829123837093,0.1709829123837093
cat__Primary_production_company_Laundry Films,-0.1706298261826666,0.1706298261826666
cat__Primary_production_company_Rigas Entertainment,-0.17001224187657968,0.17001224187657968
cat__Primary_production_company_Boll KG,-0.16988938524907782,0.16988938524907782
cat__Primary_production_company_Apipoulaï,0.16924961450137285,0.16924961450137285
cat__Primary_production_company_Olympus Pictures,-0.16910485597909033,0.16910485597909033
cat__Primary_production_company_Myriad Pictures,-0.16894988635286573,0.16894988635286573
cat__Primary_production_company_Westerly Films,-0.16852585477567028,0.16852585477567028
cat__Primary_production_company_Freestyle Releasing,-0.16843567926819517,0.16843567926819517
cat__Primary_production_company_ESX Productions,-0.1679708720826912,0.1679708720826912
cat__Primary_production_company_Camphor Cinema,-0.167566330787367,0.167566330787367
cat__Primary_production_company_360 Pictures,-0.16751934135823296,0.16751934135823296
cat__Primary_production_company_Hunting Lane Films,-0.1666652016542753,0.1666652016542753
cat__Primary_production_company_Big Indie Pictures,-0.16639616786858588,0.16639616786858588
cat__Primary_production_company_Allure Entertainment,-0.16605398094640733,0.16605398094640733
cat__Primary_production_company_Filmworks/FX,-0.16573052480248013,0.16573052480248013
cat__Primary_production_country_Israel,-0.16489088924677614,0.16489088924677614
cat__Primary_production_company_Cannon Films,0.16457895084196064,0.16457895084196064
cat__Primary_production_company_UK Film Council,0.16361038218735172,0.16361038218735172
cat__Primary_production_company_Jean Doumanian Productions,0.16355637190564987,0.16355637190564987
cat__Primary_production_country_Iran,-0.16353148560614345,0.16353148560614345
cat__Primary_production_company_No Matter Pictures,-0.16316804907481625,0.16316804907481625
cat__Primary_production_company_Kopelson Entertainment,0.16297504726195644,0.16297504726195644
cat__Primary_production_company_Company Pictures,-0.1625708953629985,0.1625708953629985
cat__Primary_production_company_August Heart Entertainment,-0.1619431202112342,0.1619431202112342
cat__Primary_production_company_Kingsgate Films,-0.16171099573552872,0.16171099573552872
cat__Primary_production_company_Isle of Man Film,-0.16158967382000877,0.16158967382000877
cat__Primary_production_company_MGM,-0.16133305656387045,0.16133305656387045
cat__Primary_production_company_NeeNee Productions,-0.16132191074339086,0.16132191074339086
cat__Primary_production_company_Mr. Mudd Production,0.16119825111262823,0.16119825111262823
cat__Primary_production_company_Flicks Motion Pictures,-0.16057877081240363,0.16057877081240363
cat__Primary_production_company_101st Street Films,-0.16029186854722108,0.16029186854722108
cat__Primary_production_company_Prospect Pictures,-0.16029186854722066,0.16029186854722066
cat__Primary_production_company_Revolution Films,-0.1602552732953055,0.1602552732953055
cat__Primary_production_company_Atlas Entertainment,0.1600074859914327,0.1600074859914327
cat__Primary_production_company_North by Northwest Entertainment,-0.15872404505875695,0.15872404505875695
